"index","lable","cluster","degree"
55,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus",4,0.212121212121212
65,"Papillibacter",4,0.232323232323232
67,"Campylobacter",4,0.212121212121212
79,"Anaerobiospirillum",4,0.212121212121212
94,"Acholeplasma",4,0.212121212121212
