"from","to","weight","association"
3,5,0.489076960282535,1
3,7,0.456245874407601,1
5,7,0.476261261734912,1
6,8,0.466301960124145,1
7,8,0.45250408737263,1
4,9,0.475663724283355,1
1,10,0.47953273375884,1
2,11,0.469400635399044,1
