"index","lable","cluster","degree"
31,"Pseudoxanthomonas",4,0.202020202020202
38,"Pantoea",4,0.111111111111111
48,"Pedobacter",4,0.171717171717172
53,"Bordetella",4,0.141414141414141
58,"Aeromonas",4,0.161616161616162
