"index","lable","cluster","degree"
3,"Pantoea",1,0.0202020202020202
5,"Ochrobactrum",1,0.0202020202020202
6,"Pedobacter",2,0.0101010101010101
7,"Bordetella",1,0.0303030303030303
8,"Aeromonas",2,0.0202020202020202
