"index","lable","cluster","degree"
8,"Atopococcus",5,0.0909090909090909
12,"Micrococcus",5,0.0606060606060606
38,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium",5,0.0707070707070707
56,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus",5,0.0505050505050505
85,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides",7,0.0808080808080808
