"index","lable","cluster","degree"
36,"Atopococcus",2,0.113861386138614
38,"Granulicatella",2,0.108910891089109
57,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium",2,0.108910891089109
