"X2" "X1.x" "X3.x" "X1.y" "X3.y"
"2321" "3af1481be71f8bca5bc16f3f1856dafd" 1748 "nitrate_respiration" 4254 "Petrimonas"
"2326" "3af1481be71f8bca5bc16f3f1856dafd" 1744 "chemoheterotrophy" 4254 "Petrimonas"
"2331" "3af1481be71f8bca5bc16f3f1856dafd" 1751 "nitrogen_respiration" 4254 "Petrimonas"
"2336" "3af1481be71f8bca5bc16f3f1856dafd" 1750 "nitrite_respiration" 4254 "Petrimonas"
"2341" "3af1481be71f8bca5bc16f3f1856dafd" 1746 "nitrate_ammonification" 4254 "Petrimonas"
"2346" "3af1481be71f8bca5bc16f3f1856dafd" 1745 "fermentation" 4254 "Petrimonas"
"2351" "3af1481be71f8bca5bc16f3f1856dafd" 1749 "nitrite_ammonification" 4254 "Petrimonas"
"2366" "3af1481be71f8bca5bc16f3f1856dafd" 1747 "nitrate_reduction" 4254 "Petrimonas"
"2921" "3d0b273948f8b4355f265e0b139c6e76" 1796 "reductive_acetogenesis" 3556 "Syntrophococcus"
"2996" "3f87f0978c54157c498d32edff9d7159" 1847 "chemoheterotrophy" 7776 "Corynebacterium"
"2997" "3f87f0978c54157c498d32edff9d7159" 1848 "fermentation" 7776 "Corynebacterium"
"3006" "3fdffd10611f34ecb280adb93f0866b7" 1852 "aerobic_chemoheterotrophy" 10367 "Flavobacterium"
"3016" "3fdffd10611f34ecb280adb93f0866b7" 1853 "chemoheterotrophy" 10367 "Flavobacterium"
"3156" "42a9f7b7052be64bcae78159fb68bca0" 1934 "chemoheterotrophy" 10398 "Petrimonas"
"3161" "42a9f7b7052be64bcae78159fb68bca0" 1935 "fermentation" 10398 "Petrimonas"
"3166" "42a9f7b7052be64bcae78159fb68bca0" 1936 "nitrate_ammonification" 10398 "Petrimonas"
"3171" "42a9f7b7052be64bcae78159fb68bca0" 1937 "nitrate_reduction" 10398 "Petrimonas"
"3191" "42a9f7b7052be64bcae78159fb68bca0" 1939 "nitrite_ammonification" 10398 "Petrimonas"
"3196" "42a9f7b7052be64bcae78159fb68bca0" 1940 "nitrite_respiration" 10398 "Petrimonas"
"3201" "42a9f7b7052be64bcae78159fb68bca0" 1938 "nitrate_respiration" 10398 "Petrimonas"
"3246" "42a9f7b7052be64bcae78159fb68bca0" 1941 "nitrogen_respiration" 10398 "Petrimonas"
"3756" "42d2ba82e1101e2a51fbb08b0daeafb4" 1956 "nitrogen_respiration" 1594 "Petrimonas"
"3761" "42d2ba82e1101e2a51fbb08b0daeafb4" 1955 "nitrite_respiration" 1594 "Petrimonas"
"3766" "42d2ba82e1101e2a51fbb08b0daeafb4" 1952 "nitrate_reduction" 1594 "Petrimonas"
"3776" "42d2ba82e1101e2a51fbb08b0daeafb4" 1953 "nitrate_respiration" 1594 "Petrimonas"
"3781" "42d2ba82e1101e2a51fbb08b0daeafb4" 1954 "nitrite_ammonification" 1594 "Petrimonas"
"3806" "42d2ba82e1101e2a51fbb08b0daeafb4" 1951 "nitrate_ammonification" 1594 "Petrimonas"
"3826" "42d2ba82e1101e2a51fbb08b0daeafb4" 1950 "fermentation" 1594 "Petrimonas"
"3841" "42d2ba82e1101e2a51fbb08b0daeafb4" 1949 "chemoheterotrophy" 1594 "Petrimonas"
"4356" "4307ccd78ddb5945e69aea282e670fab" 1962 "ureolysis" 5431 "Corynebacterium"
"4361" "438ee6d3c5c0f7f02cc8bdbde59a7601" 1971 "fermentation" 173 "Corynebacterium"
"4362" "438ee6d3c5c0f7f02cc8bdbde59a7601" 1970 "chemoheterotrophy" 173 "Corynebacterium"
"4365" "438ee6d3c5c0f7f02cc8bdbde59a7601" 1972 "nitrate_reduction" 173 "Corynebacterium"
"4376" "43dc323498e69e5f6a487bfb76eb9540" 1980 "aerobic_chemoheterotrophy" 2927 "Flavobacterium"
"4386" "43dc323498e69e5f6a487bfb76eb9540" 1981 "chemoheterotrophy" 2927 "Flavobacterium"
"4526" "462b2c1febc96fa687e662eb4cb6cb23" 2035 "nitrate_reduction" 740 "Kribbia"
"4601" "473743deda675de0fa593cbacd90329f" 2059 "nitrate_reduction" 342 "Corynebacterium"
"4602" "473743deda675de0fa593cbacd90329f" 2060 "ureolysis" 342 "Corynebacterium"
"4611" "4770bf0917e1ecf4a051525327622b90" 2068 "fermentation" 3681 "Corynebacterium"
"4612" "4770bf0917e1ecf4a051525327622b90" 2069 "nitrate_reduction" 3681 "Corynebacterium"
"4614" "4770bf0917e1ecf4a051525327622b90" 2067 "chemoheterotrophy" 3681 "Corynebacterium"
"4626" "48db9cc51fbd3a5bf569c3522b46806d" 2092 "aerobic_chemoheterotrophy" 6655 "Flavobacterium"
"4631" "48db9cc51fbd3a5bf569c3522b46806d" 2093 "chemoheterotrophy" 6655 "Flavobacterium"
"4776" "4a1285928ff4b1212084c70dcbefdd70" 2127 "ureolysis" 7118 "Corynebacterium"
"4777" "4a1285928ff4b1212084c70dcbefdd70" 2126 "nitrate_reduction" 7118 "Corynebacterium"
"4786" "4cc823bed5252aa0557dcde095f236c7" 2208 "reductive_acetogenesis" 9675 "Syntrophococcus"
"4861" "4d7e167a0935de05061aa1cd7302df81" 2229 "fermentation" 5101 "Petrimonas"
"4866" "4d7e167a0935de05061aa1cd7302df81" 2232 "nitrate_respiration" 5101 "Petrimonas"
"4871" "4d7e167a0935de05061aa1cd7302df81" 2235 "nitrogen_respiration" 5101 "Petrimonas"
"4876" "4d7e167a0935de05061aa1cd7302df81" 2228 "chemoheterotrophy" 5101 "Petrimonas"
"4881" "4d7e167a0935de05061aa1cd7302df81" 2234 "nitrite_respiration" 5101 "Petrimonas"
"4886" "4d7e167a0935de05061aa1cd7302df81" 2233 "nitrite_ammonification" 5101 "Petrimonas"
"4941" "4d7e167a0935de05061aa1cd7302df81" 2230 "nitrate_ammonification" 5101 "Petrimonas"
"4946" "4d7e167a0935de05061aa1cd7302df81" 2231 "nitrate_reduction" 5101 "Petrimonas"
"5461" "517ad8dbddf0745399f6ec670db1c900" 2369 "nitrite_ammonification" 6006 "Petrimonas"
"5466" "517ad8dbddf0745399f6ec670db1c900" 2368 "nitrate_respiration" 6006 "Petrimonas"
"5471" "517ad8dbddf0745399f6ec670db1c900" 2371 "nitrogen_respiration" 6006 "Petrimonas"
"5481" "517ad8dbddf0745399f6ec670db1c900" 2370 "nitrite_respiration" 6006 "Petrimonas"
"5491" "517ad8dbddf0745399f6ec670db1c900" 2367 "nitrate_reduction" 6006 "Petrimonas"
"5496" "517ad8dbddf0745399f6ec670db1c900" 2365 "fermentation" 6006 "Petrimonas"
"5501" "517ad8dbddf0745399f6ec670db1c900" 2364 "chemoheterotrophy" 6006 "Petrimonas"
"5511" "517ad8dbddf0745399f6ec670db1c900" 2366 "nitrate_ammonification" 6006 "Petrimonas"
"6061" "54ccc64d9b220f4168491eb373f91f03" 2475 "reductive_acetogenesis" 5060 "Syntrophococcus"
"6136" "552c1c6a791f78d45a84772491f26965" 2492 "fermentation" 6775 "Corynebacterium"
"6137" "552c1c6a791f78d45a84772491f26965" 2491 "chemoheterotrophy" 6775 "Corynebacterium"
"6140" "552c1c6a791f78d45a84772491f26965" 2493 "nitrate_reduction" 6775 "Corynebacterium"
"6151" "55888ddd9031c98ae5325edda005c1d4" 2495 "fermentation" 885 "Corynebacterium"
"6154" "55888ddd9031c98ae5325edda005c1d4" 2494 "chemoheterotrophy" 885 "Corynebacterium"
"6161" "571d58fbcca3dfee76d70cca27a9676b" 2526 "nitrate_ammonification" 6663 "Petrimonas"
"6166" "571d58fbcca3dfee76d70cca27a9676b" 2525 "fermentation" 6663 "Petrimonas"
"6176" "571d58fbcca3dfee76d70cca27a9676b" 2529 "nitrite_ammonification" 6663 "Petrimonas"
"6181" "571d58fbcca3dfee76d70cca27a9676b" 2524 "chemoheterotrophy" 6663 "Petrimonas"
"6191" "571d58fbcca3dfee76d70cca27a9676b" 2530 "nitrite_respiration" 6663 "Petrimonas"
"6196" "571d58fbcca3dfee76d70cca27a9676b" 2528 "nitrate_respiration" 6663 "Petrimonas"
"6221" "571d58fbcca3dfee76d70cca27a9676b" 2527 "nitrate_reduction" 6663 "Petrimonas"
"6236" "571d58fbcca3dfee76d70cca27a9676b" 2531 "nitrogen_respiration" 6663 "Petrimonas"
"6761" "57638beb225c45617ad9320beecc1b0e" 2544 "nitrate_reduction" 6665 "Corynebacterium"
"6762" "57638beb225c45617ad9320beecc1b0e" 2545 "ureolysis" 6665 "Corynebacterium"
"6771" "59990e91496ca6a42b655b9f9e3653ba" 2589 "chemoheterotrophy" 10307 "Corynebacterium"
"6772" "59990e91496ca6a42b655b9f9e3653ba" 2590 "fermentation" 10307 "Corynebacterium"
"6781" "5c0416e2d988fd10998f596dcae46de0" 2665 "fermentation" 3467 "Corynebacterium"
"6783" "5c0416e2d988fd10998f596dcae46de0" 2664 "chemoheterotrophy" 3467 "Corynebacterium"
"6791" "5d4ccea387a0453542d56dd7b59dd74f" 2702 "aerobic_chemoheterotrophy" 6129 "Flavobacterium"
"6796" "5d4ccea387a0453542d56dd7b59dd74f" 2703 "chemoheterotrophy" 6129 "Flavobacterium"
"6941" "5fc8ffadf9c8848f4cc3a9e0a864153b" 2775 "chemoheterotrophy" 142 "Corynebacterium"
"6942" "5fc8ffadf9c8848f4cc3a9e0a864153b" 2776 "fermentation" 142 "Corynebacterium"
"6948" "5fc8ffadf9c8848f4cc3a9e0a864153b" 2777 "nitrate_reduction" 142 "Corynebacterium"
"6956" "60c01c7e60a4b29c326987039628b7ad" 2815 "chemoheterotrophy" 7187 "Corynebacterium"
"6958" "60c01c7e60a4b29c326987039628b7ad" 2816 "fermentation" 7187 "Corynebacterium"
"6959" "60c01c7e60a4b29c326987039628b7ad" 2817 "nitrate_reduction" 7187 "Corynebacterium"
"6971" "6387a20c840bb3d03193181fb5da8b83" 2874 "chemoheterotrophy" 7030 "Corynebacterium"
"6973" "6387a20c840bb3d03193181fb5da8b83" 2875 "fermentation" 7030 "Corynebacterium"
"6975" "6387a20c840bb3d03193181fb5da8b83" 2876 "nitrate_reduction" 7030 "Corynebacterium"
"6986" "63bb992bf363197e7dfe6e3618995dbb" 2880 "ureolysis" 10795 "Corynebacterium"
"6988" "63bb992bf363197e7dfe6e3618995dbb" 2879 "nitrate_reduction" 10795 "Corynebacterium"
"6996" "650bd9ca3e21c94820a2410fcbf58612" 2913 "nitrite_respiration" 4431 "Petrimonas"
"7006" "650bd9ca3e21c94820a2410fcbf58612" 2912 "nitrite_ammonification" 4431 "Petrimonas"
"7011" "650bd9ca3e21c94820a2410fcbf58612" 2910 "nitrate_reduction" 4431 "Petrimonas"
"7016" "650bd9ca3e21c94820a2410fcbf58612" 2911 "nitrate_respiration" 4431 "Petrimonas"
"7026" "650bd9ca3e21c94820a2410fcbf58612" 2907 "chemoheterotrophy" 4431 "Petrimonas"
"7031" "650bd9ca3e21c94820a2410fcbf58612" 2909 "nitrate_ammonification" 4431 "Petrimonas"
"7046" "650bd9ca3e21c94820a2410fcbf58612" 2914 "nitrogen_respiration" 4431 "Petrimonas"
"7096" "650bd9ca3e21c94820a2410fcbf58612" 2908 "fermentation" 4431 "Petrimonas"
"7596" "689f39435b5f2c8ce39d419c40f58da0" 3029 "reductive_acetogenesis" 9715 "Syntrophococcus"
"7671" "6a9a5214b34d5bf35ec57c20a4379680" 3079 "chemoheterotrophy" 2268 "Corynebacterium"
"7675" "6a9a5214b34d5bf35ec57c20a4379680" 3080 "fermentation" 2268 "Corynebacterium"
"7681" "6ac462aab51b5097876931da44f93f1c" 3085 "reductive_acetogenesis" 6602 "Syntrophococcus"
"7756" "6b72ab280cae0e33553ec70506e875c2" 3106 "aerobic_chemoheterotrophy" 1970 "Psychrobacter"
"7758" "6b72ab280cae0e33553ec70506e875c2" 3107 "chemoheterotrophy" 1970 "Psychrobacter"
"7766" "6bc7cf88595e74e55326f26b7846ab6e" 3123 "chemoheterotrophy" 391 "Psychrobacter"
"7768" "6bc7cf88595e74e55326f26b7846ab6e" 3122 "aerobic_chemoheterotrophy" 391 "Psychrobacter"
"7776" "6c39b06b822cb1fb50cad7e8fa4ae079" 3133 "chemoheterotrophy" 232 "Corynebacterium"
"7777" "6c39b06b822cb1fb50cad7e8fa4ae079" 3134 "fermentation" 232 "Corynebacterium"
"7778" "6c39b06b822cb1fb50cad7e8fa4ae079" 3135 "nitrate_reduction" 232 "Corynebacterium"
"7791" "6c608a3abdc6776299296deadc4e6f84" 3140 "fermentation" 4121 "Corynebacterium"
"7792" "6c608a3abdc6776299296deadc4e6f84" 3139 "chemoheterotrophy" 4121 "Corynebacterium"
"7801" "6f199ad0040d7aad0e5ae6a71826ab5b" 3212 "nitrate_respiration" 2498 "Petrimonas"
"7806" "6f199ad0040d7aad0e5ae6a71826ab5b" 3214 "nitrite_respiration" 2498 "Petrimonas"
"7811" "6f199ad0040d7aad0e5ae6a71826ab5b" 3208 "chemoheterotrophy" 2498 "Petrimonas"
"7821" "6f199ad0040d7aad0e5ae6a71826ab5b" 3215 "nitrogen_respiration" 2498 "Petrimonas"
"7831" "6f199ad0040d7aad0e5ae6a71826ab5b" 3213 "nitrite_ammonification" 2498 "Petrimonas"
"7836" "6f199ad0040d7aad0e5ae6a71826ab5b" 3210 "nitrate_ammonification" 2498 "Petrimonas"
"7841" "6f199ad0040d7aad0e5ae6a71826ab5b" 3211 "nitrate_reduction" 2498 "Petrimonas"
"7846" "6f199ad0040d7aad0e5ae6a71826ab5b" 3209 "fermentation" 2498 "Petrimonas"
"8401" "6f22f8939eb2f0ff2a0920924a0643cf" 3217 "fermentation" 8544 "Petrimonas"
"8406" "6f22f8939eb2f0ff2a0920924a0643cf" 3220 "nitrate_respiration" 8544 "Petrimonas"
"8411" "6f22f8939eb2f0ff2a0920924a0643cf" 3218 "nitrate_ammonification" 8544 "Petrimonas"
"8416" "6f22f8939eb2f0ff2a0920924a0643cf" 3221 "nitrite_ammonification" 8544 "Petrimonas"
"8421" "6f22f8939eb2f0ff2a0920924a0643cf" 3219 "nitrate_reduction" 8544 "Petrimonas"
"8426" "6f22f8939eb2f0ff2a0920924a0643cf" 3223 "nitrogen_respiration" 8544 "Petrimonas"
"8451" "6f22f8939eb2f0ff2a0920924a0643cf" 3216 "chemoheterotrophy" 8544 "Petrimonas"
"8466" "6f22f8939eb2f0ff2a0920924a0643cf" 3222 "nitrite_respiration" 8544 "Petrimonas"
"9001" "70d02c02af33bbcfeb1565ade385461c" 3269 "ureolysis" 5338 "Corynebacterium"
"9002" "70d02c02af33bbcfeb1565ade385461c" 3268 "nitrate_reduction" 5338 "Corynebacterium"
"9011" "74ade06bd36488c9e0acde6eec2beb69" 3395 "nitrite_respiration" 8538 "Petrimonas"
"9016" "74ade06bd36488c9e0acde6eec2beb69" 3394 "nitrite_ammonification" 8538 "Petrimonas"
"9021" "74ade06bd36488c9e0acde6eec2beb69" 3390 "fermentation" 8538 "Petrimonas"
"9026" "74ade06bd36488c9e0acde6eec2beb69" 3391 "nitrate_ammonification" 8538 "Petrimonas"
"9031" "74ade06bd36488c9e0acde6eec2beb69" 3393 "nitrate_respiration" 8538 "Petrimonas"
"9046" "74ade06bd36488c9e0acde6eec2beb69" 3389 "chemoheterotrophy" 8538 "Petrimonas"
"9066" "74ade06bd36488c9e0acde6eec2beb69" 3392 "nitrate_reduction" 8538 "Petrimonas"
"9071" "74ade06bd36488c9e0acde6eec2beb69" 3396 "nitrogen_respiration" 8538 "Petrimonas"
"9611" "762faf457610879047b7c062eea9bb58" 3461 "nitrite_respiration" 8348 "Petrimonas"
"9616" "762faf457610879047b7c062eea9bb58" 3462 "nitrogen_respiration" 8348 "Petrimonas"
"9621" "762faf457610879047b7c062eea9bb58" 3459 "nitrate_respiration" 8348 "Petrimonas"
"9631" "762faf457610879047b7c062eea9bb58" 3457 "nitrate_ammonification" 8348 "Petrimonas"
"9636" "762faf457610879047b7c062eea9bb58" 3455 "chemoheterotrophy" 8348 "Petrimonas"
"9656" "762faf457610879047b7c062eea9bb58" 3460 "nitrite_ammonification" 8348 "Petrimonas"
"9676" "762faf457610879047b7c062eea9bb58" 3456 "fermentation" 8348 "Petrimonas"
"9706" "762faf457610879047b7c062eea9bb58" 3458 "nitrate_reduction" 8348 "Petrimonas"
"10211" "77d2ade4ab2ee8b1f82b2bfb7dacac26" 3496 "reductive_acetogenesis" 8674 "Syntrophococcus"
"10286" "7aef1edfa51648b7e59e64fd8126db27" 3584 "nitrate_respiration" 5729 "Petrimonas"
"10291" "7aef1edfa51648b7e59e64fd8126db27" 3587 "nitrogen_respiration" 5729 "Petrimonas"
"10301" "7aef1edfa51648b7e59e64fd8126db27" 3585 "nitrite_ammonification" 5729 "Petrimonas"
"10306" "7aef1edfa51648b7e59e64fd8126db27" 3586 "nitrite_respiration" 5729 "Petrimonas"
"10311" "7aef1edfa51648b7e59e64fd8126db27" 3582 "nitrate_ammonification" 5729 "Petrimonas"
"10381" "7aef1edfa51648b7e59e64fd8126db27" 3581 "fermentation" 5729 "Petrimonas"
"10391" "7aef1edfa51648b7e59e64fd8126db27" 3580 "chemoheterotrophy" 5729 "Petrimonas"
"10396" "7aef1edfa51648b7e59e64fd8126db27" 3583 "nitrate_reduction" 5729 "Petrimonas"
"10886" "7b04d5f29439effab370e67ef2c972bd" 3589 "chemoheterotrophy" 1487 "Psychrobacter"
"10887" "7b04d5f29439effab370e67ef2c972bd" 3588 "aerobic_chemoheterotrophy" 1487 "Psychrobacter"
"10896" "7b68f0bc8b65121e66371895318cdba6" 3590 "reductive_acetogenesis" 5731 "Syntrophococcus"
"10971" "7d92322546a33513ddb785b6d43cc47a" 3636 "ureolysis" 2716 "Corynebacterium"
"10974" "7d92322546a33513ddb785b6d43cc47a" 3635 "nitrate_reduction" 2716 "Corynebacterium"
"10981" "7ec3015d9a413fd55bf541041e2cfbce" 3676 "fermentation" 6386 "Petrimonas"
"10986" "7ec3015d9a413fd55bf541041e2cfbce" 3678 "nitrate_reduction" 6386 "Petrimonas"
"10991" "7ec3015d9a413fd55bf541041e2cfbce" 3682 "nitrogen_respiration" 6386 "Petrimonas"
"10996" "7ec3015d9a413fd55bf541041e2cfbce" 3677 "nitrate_ammonification" 6386 "Petrimonas"
"11001" "7ec3015d9a413fd55bf541041e2cfbce" 3675 "chemoheterotrophy" 6386 "Petrimonas"
"11006" "7ec3015d9a413fd55bf541041e2cfbce" 3680 "nitrite_ammonification" 6386 "Petrimonas"
"11011" "7ec3015d9a413fd55bf541041e2cfbce" 3681 "nitrite_respiration" 6386 "Petrimonas"
"11051" "7ec3015d9a413fd55bf541041e2cfbce" 3679 "nitrate_respiration" 6386 "Petrimonas"
"11581" "7f389f11115f73c156c3b29c6039c9dd" 3703 "nitrite_respiration" 7827 "Petrimonas"
"11586" "7f389f11115f73c156c3b29c6039c9dd" 3702 "nitrite_ammonification" 7827 "Petrimonas"
"11596" "7f389f11115f73c156c3b29c6039c9dd" 3704 "nitrogen_respiration" 7827 "Petrimonas"
"11606" "7f389f11115f73c156c3b29c6039c9dd" 3701 "nitrate_respiration" 7827 "Petrimonas"
"11616" "7f389f11115f73c156c3b29c6039c9dd" 3699 "nitrate_ammonification" 7827 "Petrimonas"
"11651" "7f389f11115f73c156c3b29c6039c9dd" 3698 "fermentation" 7827 "Petrimonas"
"11676" "7f389f11115f73c156c3b29c6039c9dd" 3700 "nitrate_reduction" 7827 "Petrimonas"
"11696" "7f389f11115f73c156c3b29c6039c9dd" 3697 "chemoheterotrophy" 7827 "Petrimonas"
"12181" "7ff4178ae49a21ce9aa1bde3a39f9a8a" 3733 "reductive_acetogenesis" 6195 "Syntrophococcus"
"12256" "81b2f16917d75d718cf5b0a832c159bd" 3768 "nitrate_reduction" 7825 "Corynebacterium"
"12257" "81b2f16917d75d718cf5b0a832c159bd" 3769 "ureolysis" 7825 "Corynebacterium"
"12266" "8258ee6625acd2c8ad31b478dbc37552" 3792 "nitrate_respiration" 729 "Petrimonas"
