"X2" "X1.x" "X3.x" "X1.y" "X3.y"
"73" "4b269eba06a5c9678248369c76579136" 2158 "aerobic_chemoheterotrophy" 1990 "Rheinheimera"
"75" "4b269eba06a5c9678248369c76579136" 2159 "chemoheterotrophy" 1990 "Rheinheimera"
"81" "5009a4b4966ae97c08c0ec349abae7b6" 2291 "aerobic_chemoheterotrophy" 905 "Rheinheimera"
"85" "5009a4b4966ae97c08c0ec349abae7b6" 2292 "chemoheterotrophy" 905 "Rheinheimera"
"87" "5009a4b4966ae97c08c0ec349abae7b6" 2293 "nitrate_reduction" 905 "Rheinheimera"
"93" "5ef302b3a774bb8848595cca58ee4ffd" 2746 "aerobic_chemoheterotrophy" 8730 "Rheinheimera"
"97" "5ef302b3a774bb8848595cca58ee4ffd" 2747 "chemoheterotrophy" 8730 "Rheinheimera"
"101" "6f3b95facc2c0d1dbdc0f4a1e9fdc9bf" 3229 "aerobic_chemoheterotrophy" 716 "Rheinheimera"
"105" "6f3b95facc2c0d1dbdc0f4a1e9fdc9bf" 3230 "chemoheterotrophy" 716 "Rheinheimera"
"109" "853fbe3bc58a46aeb36c24b746ed86ba" 3873 "aerobic_chemoheterotrophy" 3133 "Rheinheimera"
"113" "853fbe3bc58a46aeb36c24b746ed86ba" 3874 "chemoheterotrophy" 3133 "Rheinheimera"
"117" "899f7f8287e0bbc9a66be116b964c0c4" 4024 "aerobic_chemoheterotrophy" 8761 "Rheinheimera"
"121" "899f7f8287e0bbc9a66be116b964c0c4" 4025 "chemoheterotrophy" 8761 "Rheinheimera"
"125" "8d972bb221bd8338b7c2827c35d81969" 4196 "aerobic_chemoheterotrophy" 4576 "Rheinheimera"
"127" "8d972bb221bd8338b7c2827c35d81969" 4197 "chemoheterotrophy" 4576 "Rheinheimera"
"133" "9255dabfb594dbcbd2dcd8484b2f2493" 4339 "aerobic_chemoheterotrophy" 4420 "Rheinheimera"
"137" "9255dabfb594dbcbd2dcd8484b2f2493" 4340 "chemoheterotrophy" 4420 "Rheinheimera"
"141" "96f0657d9871dc27744900ae7994f7e9" 4459 "aerobic_chemoheterotrophy" 6326 "Rheinheimera"
"145" "96f0657d9871dc27744900ae7994f7e9" 4460 "chemoheterotrophy" 6326 "Rheinheimera"
"149" "9adf95b2a1de51c1393b5c949cf9c5be" 4626 "aerobic_chemoheterotrophy" 3943 "Rheinheimera"
"153" "9adf95b2a1de51c1393b5c949cf9c5be" 4627 "chemoheterotrophy" 3943 "Rheinheimera"
"157" "9f932ac977457cf893d84601fcc236c1" 4764 "aerobic_chemoheterotrophy" 9282 "Rheinheimera"
"161" "9f932ac977457cf893d84601fcc236c1" 4765 "chemoheterotrophy" 9282 "Rheinheimera"
"165" "ab1cfe0d1c97d042f7fad3d937521041" 5027 "aerobic_chemoheterotrophy" 9107 "Rheinheimera"
"167" "ab1cfe0d1c97d042f7fad3d937521041" 5028 "chemoheterotrophy" 9107 "Rheinheimera"
"173" "aeae83db0654b8cdcf81e58e235043b3" 5167 "aerobic_chemoheterotrophy" 3235 "Rheinheimera"
"177" "aeae83db0654b8cdcf81e58e235043b3" 5168 "chemoheterotrophy" 3235 "Rheinheimera"
"181" "af80f28ccfd3c2432aafc3eb757cab50" 5203 "aerobic_chemoheterotrophy" 5647 "Rheinheimera"
"185" "af80f28ccfd3c2432aafc3eb757cab50" 5204 "chemoheterotrophy" 5647 "Rheinheimera"
"189" "c2fd5bded57b2dbf12f650b5fb656f52" 5791 "aerobic_chemoheterotrophy" 8077 "Rheinheimera"
"193" "c2fd5bded57b2dbf12f650b5fb656f52" 5792 "chemoheterotrophy" 8077 "Rheinheimera"
"197" "c50b3fa0fef0251fd0a2e00749a7a2d6" 5865 "aerobic_chemoheterotrophy" 6149 "Rheinheimera"
"201" "c50b3fa0fef0251fd0a2e00749a7a2d6" 5866 "chemoheterotrophy" 6149 "Rheinheimera"
"205" "c6f26b958dcb448ae404af602ea09774" 5949 "aerobic_chemoheterotrophy" 2028 "Rheinheimera"
"207" "c6f26b958dcb448ae404af602ea09774" 5950 "chemoheterotrophy" 2028 "Rheinheimera"
"213" "cca8075721fabf825af54db721b1fe22" 6096 "aerobic_chemoheterotrophy" 7444 "Rheinheimera"
"215" "cca8075721fabf825af54db721b1fe22" 6097 "chemoheterotrophy" 7444 "Rheinheimera"
"221" "d21096be9ff014ac11197add111e6c9f" 6238 "nitrate_reduction" 599 "Rheinheimera"
"223" "d21096be9ff014ac11197add111e6c9f" 6237 "chemoheterotrophy" 599 "Rheinheimera"
"225" "d21096be9ff014ac11197add111e6c9f" 6236 "aerobic_chemoheterotrophy" 599 "Rheinheimera"
"233" "d49c9562d7e2a355fddf6def829e62d9" 6323 "aerobic_chemoheterotrophy" 5309 "Rheinheimera"
"237" "d49c9562d7e2a355fddf6def829e62d9" 6324 "chemoheterotrophy" 5309 "Rheinheimera"
"239" "d49c9562d7e2a355fddf6def829e62d9" 6325 "nitrate_reduction" 5309 "Rheinheimera"
"245" "d6c45a43a61fce5646b753ee319d1803" 6418 "aerobic_chemoheterotrophy" 879 "Rheinheimera"
"247" "d6c45a43a61fce5646b753ee319d1803" 6419 "chemoheterotrophy" 879 "Rheinheimera"
"253" "db485718486cf333fce001543ae024a9" 6552 "aerobic_chemoheterotrophy" 1317 "Rheinheimera"
"255" "db485718486cf333fce001543ae024a9" 6553 "chemoheterotrophy" 1317 "Rheinheimera"
"261" "df582aed9a99752fb273e2e4309ffc3c" 6643 "aerobic_chemoheterotrophy" 9620 "Rheinheimera"
"263" "df582aed9a99752fb273e2e4309ffc3c" 6644 "chemoheterotrophy" 9620 "Rheinheimera"
"269" "ef390c65e288f9796845b705793e449c" 7090 "aerobic_chemoheterotrophy" 8791 "Rheinheimera"
"273" "ef390c65e288f9796845b705793e449c" 7091 "chemoheterotrophy" 8791 "Rheinheimera"
"277" "f50bb64450305a705f5a558a8faa6beb" 7248 "aerobic_chemoheterotrophy" 843 "Rheinheimera"
"279" "f50bb64450305a705f5a558a8faa6beb" 7249 "chemoheterotrophy" 843 "Rheinheimera"
"285" "f50bb64450305a705f5a558a8faa6beb" 7250 "nitrate_reduction" 843 "Rheinheimera"
