"X2" "X1.x" "X3.x" "X1.y" "X3.y"
"937" "97646a4eb2416ff69ffe2c8c372e010c" 4476 "aerobic_chemoheterotrophy" 2101 "Kocuria"
"943" "97646a4eb2416ff69ffe2c8c372e010c" 4477 "chemoheterotrophy" 2101 "Kocuria"
"973" "a0a34a8f5c7c6071a308f30cb8525973" 4798 "aromatic_compound_degradation" 4784 "Papillibacter"
"985" "a0a34a8f5c7c6071a308f30cb8525973" 4799 "chemoheterotrophy" 4784 "Papillibacter"
"1009" "a795b20001faad0ffa2e5d7fa5f0432b" 4946 "chemoheterotrophy" 4450 "Kocuria"
"1012" "a795b20001faad0ffa2e5d7fa5f0432b" 4945 "aerobic_chemoheterotrophy" 4450 "Kocuria"
"1045" "b6c63c86ae5e3225be6d17cc8badf990" 5416 "aromatic_compound_degradation" 9378 "Papillibacter"
"1057" "b6c63c86ae5e3225be6d17cc8badf990" 5417 "chemoheterotrophy" 9378 "Papillibacter"
"1081" "ba246140fa11fb0b03a1d9a10042259d" 5536 "aromatic_compound_degradation" 8539 "Papillibacter"
"1090" "ba246140fa11fb0b03a1d9a10042259d" 5537 "chemoheterotrophy" 8539 "Papillibacter"
"1117" "be4bbbe26ada956678880b2e26e4947a" 5652 "aromatic_compound_degradation" 4455 "Papillibacter"
"1120" "be4bbbe26ada956678880b2e26e4947a" 5653 "chemoheterotrophy" 4455 "Papillibacter"
"1153" "c6e3581e204fa3c5b4765418a7b11234" 5943 "aerobic_chemoheterotrophy" 966 "Kocuria"
"1156" "c6e3581e204fa3c5b4765418a7b11234" 5944 "chemoheterotrophy" 966 "Kocuria"
"1189" "caa50efc6185ca9c2d434e966830ad65" 6033 "aromatic_compound_degradation" 7262 "Papillibacter"
"1192" "caa50efc6185ca9c2d434e966830ad65" 6034 "chemoheterotrophy" 7262 "Papillibacter"
"1225" "d00ad8c2d80f0fa5f9b4fb78d8d3460a" 6194 "aromatic_compound_degradation" 5874 "Papillibacter"
"1231" "d00ad8c2d80f0fa5f9b4fb78d8d3460a" 6195 "chemoheterotrophy" 5874 "Papillibacter"
"1261" "d12661a3e1af742ce532fb03b1d5765e" 6219 "chemoheterotrophy" 5451 "Papillibacter"
"1264" "d12661a3e1af742ce532fb03b1d5765e" 6218 "aromatic_compound_degradation" 5451 "Papillibacter"
"1297" "d2f4a25f86118d104a28a85e3c4c12d1" 6263 "aromatic_compound_degradation" 10533 "Papillibacter"
"1303" "d2f4a25f86118d104a28a85e3c4c12d1" 6264 "chemoheterotrophy" 10533 "Papillibacter"
"1333" "d91e29d077a1c7e5d8b3a35bbd822b9a" 6495 "chemoheterotrophy" 1313 "Papillibacter"
"1336" "d91e29d077a1c7e5d8b3a35bbd822b9a" 6494 "aromatic_compound_degradation" 1313 "Papillibacter"
"1369" "db16319ca411a92c7a5fbb3872966c94" 6546 "aromatic_compound_degradation" 8188 "Papillibacter"
"1372" "db16319ca411a92c7a5fbb3872966c94" 6547 "chemoheterotrophy" 8188 "Papillibacter"
"1405" "dc21254aa18144ce1c37054f58d17aca" 6568 "aromatic_compound_degradation" 10288 "Papillibacter"
"1417" "dc21254aa18144ce1c37054f58d17aca" 6569 "chemoheterotrophy" 10288 "Papillibacter"
"1441" "ee407a74f407bbe73109fb52246a8a4c" 7070 "aromatic_compound_degradation" 4578 "Papillibacter"
"1447" "ee407a74f407bbe73109fb52246a8a4c" 7071 "chemoheterotrophy" 4578 "Papillibacter"
"1477" "f0b498321ec2e3da023a978619618e79" 7133 "aerobic_chemoheterotrophy" 120 "Kocuria"
"1489" "f0b498321ec2e3da023a978619618e79" 7134 "chemoheterotrophy" 120 "Kocuria"
"1513" "f49aad77c316e0ff1888b8075795c03c" 7238 "aromatic_compound_degradation" 5381 "Papillibacter"
"1519" "f49aad77c316e0ff1888b8075795c03c" 7239 "chemoheterotrophy" 5381 "Papillibacter"
"1549" "f7e368d8f14802b0ec93332af596b01f" 7304 "aromatic_compound_degradation" 7905 "Papillibacter"
"1552" "f7e368d8f14802b0ec93332af596b01f" 7305 "chemoheterotrophy" 7905 "Papillibacter"
"1585" "fa28421e9cbf110400d95d70458c4cba" 7381 "aromatic_compound_degradation" 2070 "Papillibacter"
"1597" "fa28421e9cbf110400d95d70458c4cba" 7382 "chemoheterotrophy" 2070 "Papillibacter"
"1621" "fa4ef977379684dd17dec0565a1341ee" 7389 "aromatic_compound_degradation" 9565 "Papillibacter"
"1624" "fa4ef977379684dd17dec0565a1341ee" 7390 "chemoheterotrophy" 9565 "Papillibacter"
"1657" "fadb7a464004b37540e4dd2cba179d45" 7400 "aromatic_compound_degradation" 2644 "Papillibacter"
"1660" "fadb7a464004b37540e4dd2cba179d45" 7401 "chemoheterotrophy" 2644 "Papillibacter"
"1693" "fc40ed2fb8e1c06f42bebdf9bade9733" 7456 "chemoheterotrophy" 297 "Kocuria"
"1696" "fc40ed2fb8e1c06f42bebdf9bade9733" 7455 "aerobic_chemoheterotrophy" 297 "Kocuria"
