"index","lable","cluster","degree"
3,"Arthrobacter",3,0.646464646464647
18,"Sphingobium",3,0.666666666666667
39,"Gulbenkiania",3,0.616161616161616
44,"Deinobacterium",3,0.616161616161616
46,"Helcococcus",1,0.646464646464647
