"index","lable","cluster","degree","ev","between","close"
40,"Nonlabens",6,0.212121212121212,0.992609255648011,0.00764452938365982,0.920928903046393
43,"Pseudoxanthomonas",6,0.212121212121212,0.964751254453754,0.00740563784042045,0.896793143586945
46,"Pedobacter",6,0.242424242424242,1,0.0301003344481605,0.930382392396419
87,"Mucilaginibacter",6,0.242424242424242,0.970995249900448,0.0207835642618251,0.922732937716098
88,"Bdellovibrio",6,0.171717171717172,0.916094324254159,0.000477783086478739,0.869348601205972
