"","x"
"1","Corynebacterium"
"2","Millisia"
"3","Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium"
"4","Trueperella"
"5","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus"
"6","Weissella"
"7","Anaerococcus"
"8","ph2"
"9","GW-34"
"10","Kribbia"
"11","Helcococcus"
"12","Isobaculum"
"13","Petrimonas"
"14","Serinibacter"
"15","Aeriscardovia"
"16","Pediococcus"
"17","Haloplasma"
"18","Campylobacter"
