"","x"
"1","Atopococcus"
"2","Macrococcus"
"3","Millisia"
"4","Granulicatella"
"5","Atopostipes"
"6","Trueperella"
"7","Anaerococcus"
"8","GW-34"
"9","ph2"
"10","Lactonifactor"
"11","Helcococcus"
"12","Isobaculum"
"13","Weissella"
"14","Papillibacter"
"15","Olsenella"
"16","Petrimonas"
"17","Serinibacter"
"18","Sharpea"
"19","Anaerorhabdus"
