"","x"
"1","Corynebacterium"
"2","Rothia"
"3","Micrococcus"
"4","Arthrobacter"
"5","Staphylococcus"
"6","Helcobacillus"
"7","Ornithinimicrobium"
"8","Dietzia"
"9","Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Bacillus"
"10","Nocardioides"
"11","Lysobacter"
"12","Deinococcus"
"13","Nitrobacteria"
"14","Sphingomonas"
"15","Caldimonas"
"16","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus"
