"","x"
"1","Micrococcus"
"2","Arthrobacter"
"3","Helcobacillus"
"4","Ornithinimicrobium"
"5","Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Bacillus"
"6","Nocardioides"
"7","Rhizobium"
