"","x"
"1","Selenomonas"
"2","Collinsella"
"3","Butyricicoccus"
"4","Succinivibrio"
"5","Dorea"
"6","Anaerobiospirillum"
"7","Nitrobacteria"
"8","Peptostreptococcus"
