"","x"
"1","Succinispira"
"2","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides"
"3","Prevotella"
"4","Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"
"5","Treponema"
"6","Brevundimonas"
