"index","lable","cluster","degree","ev","between","close"
36,"Petrimonas",2,14,0.999865633253042,0,0.476951567189987
47,"Prevotella",2,14,0.999972078081808,0,0.476965880500591
48,"Akkermansia",2,14,1,0,0.476972909714651
51,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus",2,14,0.999887404167409,0,0.476966554702672
55,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides",2,14,0.999760770392125,0,0.476959058505811
