"index","lable","cluster","degree","ev","between","close"
23,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium",1,0.363636363636364,0.984235079893212,0.0276231704803133,1.1168965948091
28,"Weissella",1,0.383838383838384,1,0.0340136054421769,1.13467483013796
37,"CF231",1,0.343434343434343,0.960993590520639,0.00453514739229025,1.08946049603723
51,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus",1,0.343434343434343,0.921209156802545,0.0119562976705834,1.06285420615931
55,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides",1,0.343434343434343,0.923876699083828,0.00144300144300144,1.06159695737975
