"index","lable","cluster","degree"
30,"Terrimonas",5,15
46,"Nonlabens",5,15
47,"Persicivirga",5,15
48,"Mucilaginibacter",5,15
103,"Salinarimonas",5,15
111,"Gluconacetobacter",5,15
122,"Caldimonas",5,18
124,"Gulbenkiania",5,18
125,"Snodgrassella",5,15
127,"Peredibacter",5,15
128,"Bdellovibrio",5,15
