"","x"
"1","Rothia"
"2","Succinispira"
"3","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium"
"4","[Clostridium]"
"5","Lactobacillus"
"6","CF231"
"7","Alistipes"
"8","Anaerobiospirillum"
"9","Pediococcus"
"10","[Prevotella]"
"11","Sporobacter"
"12","Barnesiella"
"13","Selenomonas"
"14","Acholeplasma"
"15","YRC22"
"16","rc4-4"
"17","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides"
