"","x"
"1","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides"
"2","Faecalibacterium"
"3","Prevotella"
"4","Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"
"5","Collinsella"
"6","Dorea"
"7","Mucispirillum"
