"","x"
"1","Atopococcus"
"2","Corynebacterium"
"3","Macrococcus"
"4","Millisia"
"5","Granulicatella"
"6","Atopostipes"
"7","Trueperella"
"8","Anaerococcus"
"9","GW-34"
"10","ph2"
"11","Helcococcus"
"12","Isobaculum"
"13","Weissella"
"14","Brevibacterium"
"15","Olsenella"
"16","Petrimonas"
"17","Serinibacter"
"18","Sharpea"
