"index","lable","cluster","degree"
4,"Trueperella",1,0
34,"Prevotella",1,0
49,"Atopococcus",1,0
51,"Granulicatella",1,0
61,"GW-34",1,0
63,"ph2",1,0
69,"Roseburia",1,0
70,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus",1,0
72,"[Clostridium]",1,0
75,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium",1,0
82,"Succinispira",1,0
