"","x"
"1","Bifidobacterium"
"2","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides"
"3","Faecalibacterium"
"4","Collinsella"
"5","Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus"
"6","Lacticigenium"
"7","Dorea"
"8","Desulfovibrio"
"9","Mucispirillum"
"10","Butyricicoccus"
"11","Macellibacteroides"
"12","Succinivibrio"
"13","Butyricimonas"
"14","Coprococcus"
"15","Selenomonas"
"16","Cedecea"
"17","Salinarimonas"
