"","x"
"1","Arthrobacter"
"2","Kocuria"
"3","Ornithinimicrobium"
"4","Streptococcus"
"5","Helcobacillus"
"6","Novosphingobium"
"7","Acinetobacter"
"8","Enhydrobacter"
"9","Elizabethkingia"
"10","Bordetella"
"11","Dietzia"
"12","Nocardioides"
"13","Albidovulum"
"14","Porphyrobacter"
"15","Brevibacterium"
"16","Olsenella"
"17","Beutenbergia"
"18","Acholeplasma"
"19","Leifsonia"
"20","Dongia"
"21","Rhizobium"
"22","Psychrobacter"
"23","Alkanindiges"
"24","Caulobacter"
"25","Alysiella"
