"index","lable","cluster","degree"
6,"Nonlabens",3,0.585858585858586
25,"Pedobacter",3,0.616161616161616
52,"Mucilaginibacter",3,0.626262626262626
66,"Staphylococcus",3,0.444444444444444
99,"Leifsonia",3,0.656565656565657
