"","x"
"1","Lactobacillus"
"2","[Prevotella]"
"3","Selenomonas"
"4","Collinsella"
"5","Butyricicoccus"
"6","Succinivibrio"
"7","Dorea"
"8","Pediococcus"
"9","Treponema"
"10","Anaerobiospirillum"
"11","Macellibacteroides"
"12","Peptostreptococcus"
"13","Eggerthella"
