"","x"
"1","Novosphingobium"
"2","Bifidobacterium"
"3","Lacticigenium"
"4","Sphingobium"
"5","Psychrobacter"
"6","Flavobacterium"
"7","Wautersiella"
"8","Arcobacter"
"9","Helcococcus"
"10","Lysobacter"
"11","Petrimonas"
"12","Desulfovibrio"
"13","Sporobacter"
"14","Brevibacterium"
"15","Campylobacter"
"16","Barnesiella"
"17","Acholeplasma"
"18","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides"
"19","Oscillospira"
