"","x"
"1","Corynebacterium"
"2","Bordetella"
"3","Ochrobactrum"
"4","Trueperella"
"5","GW-34"
"6","ph2"
"7","Kribbia"
"8","Helcococcus"
"9","Serinibacter"
"10","Brevibacterium"
"11","Aeriscardovia"
"12","Isobaculum"
"13","Pediococcus"
"14","Anaerococcus"
"15","Campylobacter"
