"","x"
"1","Enhydrobacter"
"2","Rothia"
"3","Helcobacillus"
"4","Helicobacter"
"5","Sphingobium"
"6","Bergeyella"
"7","Rheinheimera"
"8","Brevundimonas"
"9","Dietzia"
"10","Gulbenkiania"
"11","Methylotenera"
"12","Lysobacter"
"13","Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Bacillus"
"14","Pelomonas"
"15","Sphingomonas"
