"","x"
"1","Elizabethkingia"
"2","Streptococcus"
"3","Arthrobacter"
"4","Acinetobacter"
"5","Alkanindiges"
"6","Deinococcus"
"7","Kocuria"
"8","Rhizobium"
"9","Novosphingobium"
"10","Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"
"11","Pedobacter"
"12","Aeromonas"
"13","Aurantimonas"
"14","Sphingobacterium"
"15","Pseudoxanthomonas"
"16","Deinobacterium"
