"","x"
"1","Succinispira"
"2","Granulicatella"
"3","Alistipes"
"4","Roseburia"
"5","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium"
"6","Treponema"
"7","Weissella"
"8","CF231"
"9","Lactonifactor"
"10","Desulfovibrio"
"11","Oscillospira"
"12","Papillibacter"
"13","Sporobacter"
"14","[Prevotella]"
"15","Kurthia"
