"Var1" "Freq"
"aerobic_chemoheterotrophy" 126
"aliphatic_non_methane_hydrocarbon_degradation" 25
"animal_parasites_or_symbionts" 56
"aromatic_compound_degradation" 31
"chemoheterotrophy" 415
"fermentation" 264
"human_associated" 56
"human_gut" 51
"human_pathogens_all" 5
"human_pathogens_diarrhea" 5
"hydrocarbon_degradation" 25
"invertebrate_parasites" 5
"mammal_gut" 51
