"Var1" "Freq"
"animal_parasites_or_symbionts" 107
"aromatic_compound_degradation" 5
"chemoheterotrophy" 128
"fermentation" 128
"human_associated" 107
"human_gut" 28
"human_pathogens_all" 79
"human_pathogens_diarrhea" 5
"invertebrate_parasites" 5
"mammal_gut" 28
"nitrate_reduction" 74
"ureolysis" 74
