"Var1" "Freq"
"aerobic_chemoheterotrophy" 126
"aliphatic_non_methane_hydrocarbon_degradation" 25
"animal_parasites_or_symbionts" 9
"aromatic_compound_degradation" 68
"chemoheterotrophy" 449
"fermentation" 261
"human_associated" 9
"human_gut" 4
"human_pathogens_all" 5
"human_pathogens_diarrhea" 5
"hydrocarbon_degradation" 25
"invertebrate_parasites" 5
"mammal_gut" 4
