"Var1" "Freq"
"aerobic_chemoheterotrophy" 105
"animal_parasites_or_symbionts" 39
"aromatic_compound_degradation" 52
"chemoheterotrophy" 194
"fermentation" 96
"human_associated" 36
"human_gut" 34
"human_pathogens_all" 2
"hydrocarbon_degradation" 9
"mammal_gut" 34
"nitrate_reduction" 58
"reductive_acetogenesis" 23
"ureolysis" 34
