"Var1" "Freq"
"aerobic_chemoheterotrophy" 199
"aliphatic_non_methane_hydrocarbon_degradation" 25
"animal_parasites_or_symbionts" 116
"aromatic_compound_degradation" 52
"chemoheterotrophy" 347
"fermentation" 130
"human_associated" 100
"human_gut" 34
"human_pathogens_all" 66
"human_pathogens_meningitis" 66
"human_pathogens_septicemia" 66
"hydrocarbon_degradation" 25
"mammal_gut" 34
"nitrate_reduction" 7
"predatory_or_exoparasitic" 14
