"Var1" "Freq"
"aerobic_chemoheterotrophy" 35
"animal_parasites_or_symbionts" 125
"chemoheterotrophy" 241
"chitinolysis" 46
"fermentation" 160
"human_associated" 50
"human_gut" 48
"human_pathogens_all" 2
"mammal_gut" 48
"nitrate_ammonification" 31
"nitrate_reduction" 83
"nitrate_respiration" 31
"nitrite_ammonification" 31
"nitrite_respiration" 31
"nitrogen_respiration" 31
"ureolysis" 34
"xylanolysis" 6
