"Var1" "Freq"
"aerobic_chemoheterotrophy" 25
"animal_parasites_or_symbionts" 235
"aromatic_compound_degradation" 63
"chemoheterotrophy" 351
"fermentation" 289
"fumarate_respiration" 1
"human_associated" 152
"human_gut" 77
"human_pathogens_all" 75
"human_pathogens_meningitis" 1
"human_pathogens_septicemia" 1
"mammal_gut" 88
"nitrate_reduction" 75
"nitrate_respiration" 1
"nitrogen_respiration" 1
"ureolysis" 74
"xylanolysis" 5
