"Var1" "Freq"
"aerobic_chemoheterotrophy" 284
"animal_parasites_or_symbionts" 73
"aromatic_compound_degradation" 52
"chemoheterotrophy" 403
"dark_hydrogen_oxidation" 3
"fermentation" 120
"human_associated" 73
"human_gut" 7
"human_pathogens_all" 66
"human_pathogens_meningitis" 66
"human_pathogens_septicemia" 66
"mammal_gut" 7
"methanol_oxidation" 6
"methylotrophy" 6
"nitrate_reduction" 44
"ureolysis" 11
