"Var1" "Freq"
"aerobic_chemoheterotrophy" 48
"animal_parasites_or_symbionts" 57
"aromatic_compound_degradation" 68
"chemoheterotrophy" 390
"chitinolysis" 46
"fermentation" 259
"human_associated" 57
"human_gut" 50
"human_pathogens_all" 7
"human_pathogens_diarrhea" 5
"invertebrate_parasites" 5
"mammal_gut" 50
"nitrate_reduction" 52
"ureolysis" 34
