"Var1" "Freq"
"aerobic_chemoheterotrophy" 108
"aliphatic_non_methane_hydrocarbon_degradation" 25
"animal_parasites_or_symbionts" 150
"chemoheterotrophy" 230
"fermentation" 104
"human_associated" 150
"human_gut" 7
"human_pathogens_all" 143
"human_pathogens_meningitis" 66
"human_pathogens_septicemia" 66
"hydrocarbon_degradation" 25
"mammal_gut" 7
"nitrate_reduction" 94
"ureolysis" 74
