"Var1" "Freq"
"aerobic_chemoheterotrophy" 317
"aliphatic_non_methane_hydrocarbon_degradation" 25
"animal_parasites_or_symbionts" 79
"aromatic_compound_degradation" 52
"chemoheterotrophy" 463
"dark_hydrogen_oxidation" 3
"fermentation" 122
"human_associated" 79
"human_gut" 7
"human_pathogens_all" 72
"human_pathogens_meningitis" 66
"human_pathogens_septicemia" 66
"hydrocarbon_degradation" 25
"mammal_gut" 7
"methanol_oxidation" 6
"methylotrophy" 6
"nitrate_reduction" 44
"ureolysis" 11
