"Var1" "Freq"
"aerobic_chemoheterotrophy" 236
"aliphatic_non_methane_hydrocarbon_degradation" 25
"animal_parasites_or_symbionts" 73
"aromatic_compound_degradation" 52
"chemoheterotrophy" 360
"fermentation" 106
"human_associated" 73
"human_gut" 7
"human_pathogens_all" 66
"human_pathogens_meningitis" 66
"human_pathogens_septicemia" 66
"hydrocarbon_degradation" 25
"mammal_gut" 7
"nitrate_reduction" 19
"predatory_or_exoparasitic" 14
"ureolysis" 6
