"Var1" "Freq"
"aerobic_chemoheterotrophy" 95
"animal_parasites_or_symbionts" 82
"aromatic_compound_degradation" 68
"chemoheterotrophy" 351
"fermentation" 219
"human_associated" 82
"human_gut" 3
"human_pathogens_all" 79
"human_pathogens_diarrhea" 5
"invertebrate_parasites" 5
"mammal_gut" 14
"nitrate_reduction" 87
"reductive_acetogenesis" 23
"ureolysis" 74
