"index","lable","cluster","hubs","degree"
122,"Selenomonas",1,0,0.643564356435644
123,"Succinispira",1,0,0.371287128712871
124,"Allobaculum",2,0,0.0594059405940594
125,"Anaerorhabdus",1,0,0.594059405940594
126,"Bulleidia",1,0,0.202970297029703
127,"Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Clostridium",1,0,0.658415841584158
128,"Sharpea",1,0,0.321782178217822
129,"Streptobacillus",1,0,0.173267326732673
130,"Brevundimonas",3,0,0.396039603960396
131,"Caulobacter",2,0,0.153465346534653
132,"Nitrobacteria",2,0,0.737623762376238
133,"Aurantimonas",3,0,0.198019801980198
134,"Chelatococcus",1,0,0.0891089108910891
135,"Salinarimonas",2,0,0.227722772277228
136,"Ochrobactrum",1,0,0.158415841584158
137,"Aquamicrobium",1,0,0.198019801980198
138,"Amorphomonas",2,0,0.193069306930693
139,"Rhizobium",3,0,0.242574257425743
140,"Xanthobacter",2,0,0.207920792079208
141,"Albidovulum",2,0,0.0148514851485149
142,"Oceaniovalibus",3,0,0.237623762376238
143,"Paracoccus",2,0,0.242574257425743
144,"Gluconacetobacter",3,0,0.376237623762376
145,"Saccharibacter",3,0,0.376237623762376
146,"Dongia",1,0,0.138613861386139
147,"Oceanibaculum",2,0,0.113861386138614
148,"Erythrobacter",3,0,0.0742574257425743
149,"Porphyrobacter",2,0,0.173267326732673
150,"Novosphingobium",3,0,0.252475247524752
151,"Sphingobium",2,0,0.207920792079208
152,"Sphingomonas",3,0,0.400990099009901
153,"Advenella",2,0,0.237623762376238
154,"Bordetella",3,0,0.227722772277228
155,"Kerstersia",2,0,0.237623762376238
156,"Oligella",1,0,0.747524752475248
157,"Pusillimonas",2,0,0.237623762376238
158,"Acidovorax",2,0,0.143564356435644
159,"Caldimonas",2,0,0.232673267326733
160,"Pelomonas",2,0,0.148514851485149
161,"Sphaerotilus",2,0,0.163366336633663
162,"Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Vitreoscilla",2,0,0.163366336633663
163,"Massilia",3,0,0.396039603960396
164,"Methylotenera",2,0,0.207920792079208
165,"Alysiella",2,0,0.247524752475248
166,"Aquaspirillum",1,0,0.0841584158415842
167,"Gulbenkiania",3,0,0.371287128712871
168,"Snodgrassella",3,0,0.366336633663366
169,"Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Vitreoscilla",4,0,0.158415841584158
170,"Azospira",2,0,0.257425742574257
171,"Denitromonas",2,0,0.227722772277228
172,"Peredibacter",3,0,0.381188118811881
173,"Bdellovibrio",3,0,0.386138613861386
174,"Desulfovibrio",4,0,0.143564356435644
175,"Arcobacter",2,0,0.133663366336634
176,"Campylobacter",1,0,0.232673267326733
177,"Helicobacter",2,0,0.227722772277228
178,"Aeromonas",3,0,0.371287128712871
179,"Anaerobiospirillum",1,0,0.371287128712871
180,"Ruminobacter",2,0,0.198019801980198
181,"Succinivibrio",1,1,0.727722772277228
182,"Rheinheimera",4,0,0.163366336633663
183,"Cedecea",2,0,0.232673267326733
184,"Escherichia",2,0,0.242574257425743
185,"Pantoea",2,0,0.287128712871287
186,"Proteus",2,0,0.103960396039604
187,"Halomonas",1,0,0.0891089108910891
188,"Actinobacillus",2,0,0.0792079207920792
189,"Bibersteinia",2,0,0.183168316831683
190,"Acinetobacter",3,0,0.277227722772277
191,"Alkanindiges",3,0,0.376237623762376
192,"Enhydrobacter",3,0,0.277227722772277
193,"Moraxella",3,0,0.376237623762376
194,"Psychrobacter",2,0,0.222772277227723
195,"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas",2,0,0.306930693069307
196,"Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Pseudoalteromonadaceae_Vibrio",2,0,0.247524752475248
197,"Lysobacter",1,0,0.366336633663366
198,"Pseudoxanthomonas",1,0,0.0693069306930693
199,"Thermomonas",2,0,0.193069306930693
200,"Treponema",1,0,0.732673267326733
201,"Acholeplasma",2,0,0.316831683168317
202,"Mycoplasma",2,0,0.128712871287129
203,"Akkermansia",4,0,0.173267326732673
