"Genus" "Function"
"1" "Kribbia" "nitrate_reduction"
"2" "Campylobacter" "animal_parasites_or_symbionts"
"3" "Campylobacter" "human_associated"
"4" "Campylobacter" "human_pathogens_all"
"5" "Campylobacter" "human_pathogens_meningitis"
"6" "Campylobacter" "human_pathogens_septicemia"
"7" "Campylobacter" "fumarate_respiration"
"8" "Campylobacter" "nitrate_reduction"
"9" "Campylobacter" "nitrate_respiration"
"10" "Campylobacter" "nitrogen_respiration"
