"Genus" "Function"
"1" "Rothia" "chemoheterotrophy"
"2" "Rothia" "fermentation"
"3" "Rothia" "nitrate_reduction"
"4" "Arthrobacter" "ureolysis"
"5" "Helcobacillus" "aerobic_chemoheterotrophy"
"6" "Helcobacillus" "chemoheterotrophy"
"7" "Deinococcus" "nitrate_reduction"
"8" "Sphingomonas" "aerobic_chemoheterotrophy"
"9" "Sphingomonas" "chemoheterotrophy"
