"Genus" "Function"
"1" "Acinetobacter" "aerobic_chemoheterotrophy"
"2" "Acinetobacter" "aromatic_compound_degradation"
"3" "Acinetobacter" "chemoheterotrophy"
"4" "Pedobacter" "aerobic_chemoheterotrophy"
"5" "Pedobacter" "chemoheterotrophy"
"6" "Dietzia" "aerobic_chemoheterotrophy"
"7" "Dietzia" "chemoheterotrophy"
"8" "Arcobacter" "animal_parasites_or_symbionts"
"9" "Arcobacter" "human_associated"
"10" "Arcobacter" "human_pathogens_all"
