"Genus" "Function"
"1" "Prevotella" "animal_parasites_or_symbionts"
"2" "Prevotella" "chemoheterotrophy"
"3" "Prevotella" "fermentation"
"4" "Prevotella" "xylanolysis"
"5" "Collinsella" "chemoheterotrophy"
"6" "Collinsella" "fermentation"
"7" "Dorea" "human_associated"
"8" "Dorea" "chemoheterotrophy"
"9" "Dorea" "fermentation"
"10" "Dorea" "animal_parasites_or_symbionts"
"11" "Dorea" "human_gut"
"12" "Dorea" "mammal_gut"
