"Genus" "Function"
"1" "Weissella" "chemoheterotrophy"
"2" "Weissella" "fermentation"
"3" "Petrimonas" "chemoheterotrophy"
"4" "Petrimonas" "fermentation"
"5" "Petrimonas" "nitrate_ammonification"
"6" "Petrimonas" "nitrate_reduction"
"7" "Petrimonas" "nitrate_respiration"
"8" "Petrimonas" "nitrite_ammonification"
"9" "Petrimonas" "nitrite_respiration"
"10" "Petrimonas" "nitrogen_respiration"
