"Genus" "Function"
"1" "Flavobacterium" "aerobic_chemoheterotrophy"
"2" "Flavobacterium" "chemoheterotrophy"
"3" "Flavobacterium" "xylanolysis"
"4" "Petrimonas" "chemoheterotrophy"
"5" "Petrimonas" "fermentation"
"6" "Petrimonas" "nitrate_ammonification"
"7" "Petrimonas" "nitrate_reduction"
"8" "Petrimonas" "nitrate_respiration"
"9" "Petrimonas" "nitrite_ammonification"
"10" "Petrimonas" "nitrite_respiration"
"11" "Petrimonas" "nitrogen_respiration"
