"Genus" "Function"
"1" "Rothia" "chemoheterotrophy"
"2" "Rothia" "fermentation"
"3" "Rothia" "nitrate_reduction"
"4" "Helcobacillus" "aerobic_chemoheterotrophy"
"5" "Helcobacillus" "chemoheterotrophy"
"6" "Sphingobium" "aerobic_chemoheterotrophy"
"7" "Sphingobium" "chemoheterotrophy"
"8" "Lysobacter" "chemoheterotrophy"
"9" "Lysobacter" "chitinolysis"
