"Genus" "Function"
"1" "Micrococcus" "aerobic_chemoheterotrophy"
"2" "Micrococcus" "chemoheterotrophy"
"3" "Helcobacillus" "aerobic_chemoheterotrophy"
"4" "Helcobacillus" "chemoheterotrophy"
"5" "Ornithinimicrobium" "aerobic_chemoheterotrophy"
"6" "Ornithinimicrobium" "chemoheterotrophy"
"7" "Ornithinimicrobium" "nitrate_reduction"
"8" "Sphingobium" "aerobic_chemoheterotrophy"
"9" "Sphingobium" "chemoheterotrophy"
"10" "Lysobacter" "chemoheterotrophy"
"11" "Lysobacter" "chitinolysis"
