"Genus" "Function"
"1" "Selenomonas" "chemoheterotrophy"
"2" "Selenomonas" "fermentation"
"3" "Collinsella" "chemoheterotrophy"
"4" "Collinsella" "fermentation"
"5" "Succinivibrio" "fermentation"
"6" "Succinivibrio" "chemoheterotrophy"
"7" "Dorea" "human_associated"
"8" "Dorea" "chemoheterotrophy"
"9" "Dorea" "fermentation"
"10" "Dorea" "animal_parasites_or_symbionts"
"11" "Dorea" "human_gut"
"12" "Dorea" "mammal_gut"
