"Genus" "Function"
"1" "Selenomonas" "chemoheterotrophy"
"2" "Selenomonas" "fermentation"
"3" "Collinsella" "chemoheterotrophy"
"4" "Collinsella" "fermentation"
"5" "Dorea" "human_associated"
"6" "Dorea" "chemoheterotrophy"
"7" "Dorea" "fermentation"
"8" "Dorea" "animal_parasites_or_symbionts"
"9" "Dorea" "human_gut"
"10" "Dorea" "mammal_gut"
