"from","to","weight","association"
2,5,0.471016841489337,1
3,5,0.457849452813162,1
4,5,0.150048562354031,-1
4,6,0.147954416674086,-1
5,6,0.590891268235585,1
3,9,0.520107139594593,1
5,9,0.499224414019152,1
1,10,0.158741742634663,-1
4,10,0.609411583588065,1
7,10,0.525651241116736,1
4,11,0.45868925516782,1
4,13,0.494581473088334,1
10,13,0.522102548033544,1
5,14,0.552613252114715,1
6,14,0.475807996947993,1
4,15,0.45351780676282,1
1,16,0.4629594706328,1
3,16,0.566125016635807,1
4,16,0.148794829453781,-1
9,16,0.471974814928273,1
11,16,0.15182715176261,-1
2,17,0.117756962574493,-1
4,17,0.566545020883901,1
5,17,0.0968490035590239,-1
6,17,0.101843014671006,-1
4,18,0.504054923262283,1
6,18,0.148972382825566,-1
11,18,0.537170318671452,1
17,18,0.467208307949012,1
4,21,0.530018645198014,1
6,21,0.138953104677501,-1
11,21,0.574118764061704,1
16,21,0.146263133457856,-1
18,21,0.616369966573435,1
16,22,0.125538549646351,-1
5,23,0.487063066804315,1
7,23,0.161403208734081,-1
8,23,0.460099847127678,1
14,23,0.454078931398971,1
6,24,0.474141293657167,1
11,24,0.149472735860589,-1
16,24,0.498625808344028,1
22,24,0.122556664891824,-1
11,25,0.142901333908185,-1
16,25,0.543895530842424,1
18,25,0.154271790402735,-1
21,25,0.160037828381097,-1
22,25,0.145661744622939,-1
24,25,0.594289074041209,1
3,27,0.581689211303129,1
5,27,0.505580553212286,1
6,27,0.491567337625914,1
9,27,0.514248747998036,1
16,27,0.549548514332892,1
17,27,0.132810650437695,-1
22,27,0.146936963092376,-1
4,28,0.508811014529304,1
7,28,0.479069779428581,1
9,28,0.121196802375272,-1
10,28,0.495774890438205,1
13,28,0.455124652105834,1
16,28,0.148489922818481,-1
2,29,0.141542642387519,-1
6,29,0.124479607852409,-1
14,29,0.149202974355272,-1
17,29,0.487642698270657,1
21,29,0.456472259698865,1
28,29,0.464056782402347,1
28,30,0.466488205070062,1
29,30,0.486734174323408,1
12,31,0.13642294604466,-1
18,31,0.48458995691223,1
21,31,0.463223403136416,1
4,32,0.513588893404995,1
5,32,0.159369592408991,-1
10,32,0.466094725585554,1
11,32,0.504693339757463,1
17,32,0.47507558182121,1
18,32,0.527631109323804,1
21,32,0.524451083691417,1
30,32,0.473782097605255,1
5,33,0.527853570666535,1
8,33,0.486176629215083,1
23,33,0.502004468084489,1
4,34,0.163081666350059,-1
5,34,0.503428066737135,1
9,34,0.556698066825942,1
10,34,0.154796243092117,-1
13,34,0.120010436197976,-1
16,34,0.493293491854586,1
22,34,0.148330296306288,-1
28,34,0.126195264768153,-1
32,34,0.144877415487371,-1
33,34,0.497382170300041,1
2,35,0.122159698669128,-1
5,35,0.133241671598205,-1
6,35,0.12874409938789,-1
14,35,0.138667311907161,-1
17,35,0.521593023207587,1
23,35,0.156433477049049,-1
29,35,0.541201504478236,1
11,36,0.515055085364159,1
19,37,0.452458267250846,1
20,37,0.525255702354963,1
3,38,0.464707587834669,1
11,38,0.115008562825201,-1
16,38,0.570184286481191,1
18,38,0.138830246430213,-1
21,38,0.136188758058187,-1
22,38,0.146669430433126,-1
24,38,0.552069654949386,1
25,38,0.629437370945542,1
27,38,0.465793248249802,1
4,39,0.154535651406919,-1
7,39,0.152803664599757,-1
8,39,0.501666164039672,1
23,39,0.553529810112062,1
33,39,0.479138363734786,1
8,40,0.453658103332363,1
23,40,0.522028584225274,1
35,40,0.158182567793413,-1
39,40,0.464818211832346,1
4,41,0.14587938786595,-1
5,41,0.532491153747277,1
6,41,0.50866078510914,1
8,41,0.477534099078611,1
13,41,0.160298121928619,-1
17,41,0.139564002848249,-1
23,41,0.526606918405048,1
32,41,0.152266394966488,-1
33,41,0.550123617537306,1
34,41,0.489020180151685,1
39,41,0.453601119261715,1
40,41,0.476678702885693,1
4,42,0.511802227368239,1
6,42,0.160206009889573,-1
11,42,0.460049327069198,1
17,42,0.495137126121676,1
18,42,0.524680063474285,1
21,42,0.525291999752488,1
29,42,0.475228112591229,1
38,42,0.150655113617188,-1
28,43,0.492680241720326,1
34,43,0.153367890924015,-1
1,44,0.460039941626645,1
3,44,0.488860362405745,1
4,44,0.160372852077173,-1
6,44,0.480118177440273,1
11,44,0.145455228602808,-1
16,44,0.539681406649273,1
21,44,0.16023360902449,-1
22,44,0.131954603852147,-1
24,44,0.597287994881309,1
25,44,0.585617308886432,1
27,44,0.474531743413364,1
30,44,0.148194217647635,-1
34,44,0.457438919833405,1
36,44,0.160385455056589,-1
38,44,0.55236907692956,1
3,45,0.479448680593524,1
4,45,0.147831751354607,-1
5,45,0.515003062220502,1
6,45,0.471371898944356,1
9,45,0.532319828448541,1
13,45,0.135107478178126,-1
16,45,0.5270355948349,1
17,45,0.149235594226667,-1
22,45,0.154423205206323,-1
23,45,0.473364757645162,1
27,45,0.5537255649239,1
28,45,0.135523460548,-1
32,45,0.135198162241868,-1
34,45,0.609537112986971,1
35,45,0.145640516668788,-1
38,45,0.456496488783284,1
41,45,0.45372350914164,1
44,45,0.469361762772632,1
35,46,0.47686200656837,1
4,47,0.513233105330451,1
9,47,0.12970969144297,-1
10,47,0.482229418274408,1
13,47,0.453526865781738,1
16,47,0.138716939144942,-1
23,47,0.146039093754911,-1
28,47,0.605496872468313,1
30,47,0.485563103372531,1
32,47,0.458073686149014,1
33,47,0.156327896566511,-1
34,47,0.0987719217848444,-1
37,47,0.155382975854419,-1
41,47,0.159122686953417,-1
45,47,0.110028586074102,-1
3,48,0.154527304988343,-1
4,48,0.547525466597264,1
5,48,0.110623349986727,-1
7,48,0.488135388264474,1
9,48,0.12437434185857,-1
10,48,0.533245866614744,1
16,48,0.143756864752969,-1
17,48,0.490934176201872,1
23,48,0.129467652096462,-1
27,48,0.157033235860334,-1
28,48,0.581737779019851,1
32,48,0.468341608757215,1
33,48,0.141772600052178,-1
34,48,0.11379582484504,-1
41,48,0.137157977514507,-1
45,48,0.112085761167811,-1
47,48,0.622007560218154,1
6,49,0.133617999209822,-1
17,49,0.513687929263737,1
29,49,0.564270528719241,1
31,49,0.454490934740923,1
35,49,0.480598071469391,1
42,49,0.467466335526952,1
2,50,0.114141223389039,-1
5,50,0.145547126914935,-1
9,50,0.158323286866451,-1
14,50,0.150292321486446,-1
17,50,0.539324694704325,1
23,50,0.163257336779209,-1
27,50,0.139092421630719,-1
29,50,0.511001256120295,1
35,50,0.527470772921179,1
40,50,0.159797279708004,-1
45,50,0.140768934300037,-1
47,50,0.456879483252859,1
48,50,0.469593111805986,1
49,50,0.464311753922695,1
2,51,0.142797413258969,-1
4,51,0.47257949663705,1
6,51,0.153134885428046,-1
17,51,0.502090986329054,1
23,51,0.150237507594083,-1
28,51,0.484677235235771,1
29,51,0.526473536903283,1
30,51,0.489064021362438,1
35,51,0.459155356933069,1
41,51,0.153379518816117,-1
45,51,0.154818802592802,-1
47,51,0.494622845555763,1
48,51,0.534268416232726,1
49,51,0.506165022293458,1
50,51,0.528736809979871,1
6,52,0.148591869024795,-1
17,52,0.490296684528122,1
23,52,0.153732450655205,-1
29,52,0.484038040210424,1
31,52,0.485237829238874,1
41,52,0.162513089421642,-1
49,52,0.490225709668599,1
50,52,0.499139887370363,1
51,52,0.482379369007583,1
6,53,0.485265679063668,1
11,53,0.141823481301767,-1
16,53,0.490795337662678,1
18,53,0.147657276140937,-1
21,53,0.147445950833197,-1
22,53,0.140960376647746,-1
24,53,0.581934082490422,1
25,53,0.571578022289005,1
30,53,0.14397428070628,-1
34,53,0.463055186649521,1
38,53,0.534010034782748,1
42,53,0.163210905440439,-1
44,53,0.601800958277147,1
36,54,0.467476707610314,1
4,55,0.486941000052727,1
5,55,0.159833624459575,-1
11,55,0.478972830692724,1
16,55,0.156212166428641,-1
18,55,0.513719196914602,1
21,55,0.513284384375414,1
22,55,0.459873167747909,1
28,55,0.459125842234102,1
42,55,0.486207053868319,1
48,55,0.491303447216383,1
53,55,0.157898535929972,-1
7,56,0.45993576869392,1
47,56,0.501094931846803,1
48,56,0.461721317259991,1
4,57,0.452643868723665,1
9,57,0.149780799151527,-1
17,57,0.493623636856448,1
23,57,0.161581912560787,-1
28,57,0.494701665100814,1
29,57,0.458796952875512,1
34,57,0.13170014199505,-1
35,57,0.507594201619004,1
45,57,0.139980079720575,-1
46,57,0.49254089576376,1
47,57,0.532467735908995,1
48,57,0.513064856870349,1
5,58,0.528277526114779,1
6,58,0.489032665675661,1
8,58,0.454114317845552,1
9,58,0.469724049076489,1
17,58,0.149685069572086,-1
23,58,0.59065533195609,1
27,58,0.477781519414653,1
33,58,0.544738132029884,1
34,58,0.470331838983242,1
35,58,0.146676526669153,-1
39,58,0.507620938525166,1
40,58,0.505009043482119,1
41,58,0.562978790805787,1
45,58,0.514043681012039,1
47,58,0.146745900458514,-1
48,58,0.134540367978567,-1
50,58,0.138671492377891,-1
51,58,0.147267774483775,-1
52,58,0.149971412963493,-1
42,59,0.487174699911235,1
9,60,0.150215576631913,-1
28,60,0.45580448157102,1
34,60,0.160522938740575,-1
46,60,0.4829568329677,1
47,60,0.4789390349216,1
50,60,0.492443795119075,1
57,60,0.488648691220697,1
3,61,0.471961644761551,1
4,61,0.162349163903968,-1
9,61,0.460336880215748,1
17,61,0.15236979929345,-1
18,61,0.158387279613915,-1
42,61,0.16039695391442,-1
45,61,0.502374075860339,1
49,61,0.155585563027535,-1
52,61,0.157314694354654,-1
17,62,0.469715823029214,1
18,62,0.501182136122336,1
31,62,0.46735463048854,1
5,63,0.152888834115696,-1
7,63,0.456727148868299,1
9,63,0.152788353790499,-1
23,63,0.148177830552969,-1
27,63,0.148002961971095,-1
28,63,0.452709369693251,1
34,63,0.145118527195268,-1
45,63,0.131847278933176,-1
47,63,0.503211126296755,1
48,63,0.543006522066604,1
56,63,0.456053849687091,1
58,63,0.145918165716354,-1
11,64,0.141763162021871,-1
16,64,0.522788317692292,1
18,64,0.147783929087614,-1
21,64,0.154282796630759,-1
22,64,0.151490410713879,-1
24,64,0.56515769174525,1
25,64,0.648150262789443,1
38,64,0.615636625331208,1
44,64,0.557308901052145,1
53,64,0.555229356480644,1
4,65,0.154714298503173,-1
5,65,0.46528334936589,1
23,65,0.619908474032493,1
33,65,0.483210467136472,1
39,65,0.517596399330893,1
40,65,0.509774222292699,1
41,65,0.518605932330996,1
45,65,0.469615099638003,1
47,65,0.142547704128308,-1
48,65,0.13329301836992,-1
51,65,0.154090611175735,-1
52,65,0.156634130942319,-1
58,65,0.565096604181918,1
63,65,0.157045860073329,-1
7,66,0.46468013925062,1
28,66,0.489694090842944,1
34,66,0.159407930973732,-1
47,66,0.514698415904147,1
48,66,0.512541773856672,1
56,66,0.48934304907321,1
28,68,0.4955807428622,1
30,68,0.533993902173924,1
34,68,0.126331455680465,-1
40,68,0.158960861316894,-1
47,68,0.55086934554407,1
48,68,0.51700960824559,1
57,68,0.480040185142362,1
2,69,0.132486160938664,-1
5,69,0.136321975461934,-1
9,69,0.159484765597347,-1
14,69,0.147744244463297,-1
17,69,0.524778334225172,1
23,69,0.163067639221847,-1
27,69,0.133695109870085,-1
29,69,0.455228028588833,1
35,69,0.506005071785531,1
45,69,0.155391957353131,-1
50,69,0.60096651065925,1
51,69,0.484061720627003,1
52,69,0.47912836022213,1
58,69,0.136694732517551,-1
60,69,0.484470776480499,1
18,70,0.155926290326729,-1
41,70,0.471066786332584,1
1,71,0.466999462247212,1
7,71,0.151170870575059,-1
23,71,0.470107400868364,1
28,71,0.146737965072423,-1
40,71,0.471213841719049,1
44,71,0.485941949683891,1
58,71,0.484364228791379,1
65,71,0.461484070153785,1
11,72,0.147977146811136,-1
16,72,0.482252348618229,1
18,72,0.157326616025594,-1
21,72,0.162061709601668,-1
22,72,0.162845843311011,-1
