"index","lable","cluster","degree"
5,"Trueperella",5,0.113861386138614
7,"Serinibacter",5,0.108910891089109
14,"Millisia",5,0.128712871287129
16,"Kribbia",5,0.163366336633663
67,"Atopococcus",5,0.178217821782178
77,"GW-34",5,0.158415841584158
79,"ph2",5,0.158415841584158
84,"Lactonifactor",5,0.148514851485149
89,"[Clostridium]",5,0.138613861386139
94,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium",5,0.148514851485149
142,"Campylobacter",5,0.173267326732673
