"index","lable","cluster","degree"
22,"Faecalibacterium",6,0.0909090909090909
30,"Nonlabens",5,0.0808080808080808
34,"Pedobacter",5,0.0808080808080808
40,"Pseudoxanthomonas",5,0.0909090909090909
63,"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas",2,0.0909090909090909
