"index","lable","cluster","degree"
13,"Lactococcus",5,0.0808080808080808
30,"Nonlabens",6,0.0606060606060606
34,"Pedobacter",5,0.111111111111111
39,"Snodgrassella",5,0.0505050505050505
90,"Campylobacter",3,0.0909090909090909
