"index","lable","cluster","degree"
14,"Succinispira",5,0.191919191919192
17,"Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium",5,0.222222222222222
19,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus",5,0.171717171717172
24,"Prevotella",5,0.181818181818182
60,"Selenomonas",5,0.151515151515152
