"from","to","weight"
33,51,0.571405876562679
38,51,0.479502466588149
44,51,0.575519179826327
47,51,0.455042508238501
25,52,0.658300395103997
8,53,0.559265364677935
9,53,0.488096860768669
14,53,0.614606434022023
17,53,0.468211840032873
19,53,0.687406219884746
24,53,0.520664798893615
29,53,0.563752132396468
31,53,0.732358061977409
32,53,0.677804331156718
50,53,0.472271989150835
2,54,0.519396074972743
6,54,0.49324912064151
4,55,0.452456256686609
5,55,0.642391552019425
7,55,0.467571513542487
16,55,0.548521671407775
23,55,0.467749757475316
36,55,0.514510234070838
41,55,0.669723865152415
45,55,0.501282040405654
2,56,0.488250899331633
11,56,0.578290577409558
42,56,0.469166394438122
4,57,0.509061022225533
5,57,0.527339779773822
7,57,0.722950573311073
36,57,0.629129937902472
46,57,0.644027868210289
48,57,0.629567791130367
2,58,0.595504864869571
8,58,0.509364251544196
54,58,0.649541388978498
8,59,0.53124631415192
14,59,0.50611679923093
19,59,0.599357087633817
27,59,0.453800826721721
29,59,0.624059582067378
31,59,0.62020311445867
32,59,0.638194964436757
50,59,0.525001760644587
53,59,0.77989508214119
8,60,0.567344062046344
9,60,0.501599634573643
14,60,0.640969363646098
17,60,0.576036643094488
19,60,0.779813298749505
24,60,0.616368499130452
27,60,0.478469079463337
29,60,0.541630446304883
31,60,0.803308992016638
32,60,0.709769757737881
50,60,0.520260509243995
53,60,0.818077524272865
59,60,0.696157851531015
23,61,0.489649880991571
33,61,0.475431817571899
36,61,0.498266554144109
9,62,0.630274580365092
14,62,0.573135457965286
17,62,0.619829196268298
19,62,0.559885382971601
22,62,0.458192129346499
24,62,0.648797361718047
27,62,0.66659798138173
29,62,0.494805070073906
31,62,0.462418711683492
32,62,0.534891246784957
43,62,0.462617312130553
50,62,0.512263652405388
60,62,0.476652085108303
5,63,0.465682255750006
41,63,0.719172210638545
55,63,0.568372921364181
18,64,0.906760540926141
3,65,0.454091830355273
11,65,0.477609415765921
17,65,0.458024068469416
42,65,0.545499298293672
56,65,0.634407171313662
61,65,0.594747373539949
11,66,0.481949013183981
42,66,0.46798960582786
56,66,0.530188004718944
61,66,0.547511457356783
65,66,0.673427083336553
1,67,0.614431422202189
25,67,0.541947531137447
35,67,0.471412664194847
8,68,0.613093842226237
17,68,0.506223137124038
19,68,0.456364848437005
31,68,0.484605910327878
33,68,0.638413234311209
38,68,0.482153500229209
42,68,0.468674623310453
51,68,0.642898074472314
58,68,0.486630069116502
4,69,0.466122426043252
5,69,0.529501097647651
7,69,0.573907494133173
36,69,0.670451383644892
46,69,0.49854393886214
57,69,0.504608062176617
61,69,0.533319992271481
1,70,0.153049812138342
11,70,0.465135812926592
17,70,0.473473110653141
33,70,0.625645842078731
36,70,0.45327410495261
38,70,0.499680804829701
44,70,0.454226575694889
61,70,0.576515026971074
69,70,0.533534540915424
6,71,0.527839367787756
9,71,0.513849118674937
20,71,0.566747798494799
22,71,0.791201334806619
23,71,0.477324894567971
27,71,0.716508284493887
29,71,0.626975392877211
32,71,0.454897826523637
43,71,0.587208798707822
50,71,0.754341143526616
59,71,0.463453642430681
62,71,0.4803053051941
11,72,0.504662313693002
38,72,0.589637232165705
44,72,0.519019723548598
47,72,0.636778741512981
11,73,0.495098413906807
16,73,0.521681131683562
23,73,0.480411872528605
42,73,0.479086038736818
56,73,0.466967723867749
65,73,0.582596173688242
66,73,0.508668858345714
8,74,0.468807013615917
11,74,0.520959405465806
14,74,0.48868918222893
17,74,0.468032349642417
31,74,0.454615745088964
33,74,0.500622214000891
38,74,0.775628725199018
44,74,0.701375284765829
47,74,0.754594492328438
51,74,0.495308801253283
70,74,0.453578336196268
72,74,0.576442854986772
1,75,0.57451537986722
15,75,0.70273493931658
21,75,0.624585100600007
30,75,0.730897236113501
34,75,0.608577990450259
37,75,0.658142506192561
39,75,0.510957008608202
49,75,0.719678459426148
26,76,0.595954428623493
30,76,0.54508168155375
34,76,0.635938208043068
39,76,0.527827512172671
40,76,0.640511117714563
41,76,0.486135328774923
49,76,0.566374205618005
63,76,0.531744290326151
6,77,0.582039701199766
9,77,0.478856595250634
20,77,0.614644876403364
22,77,0.897183698129052
27,77,0.640187468388207
29,77,0.579237952738782
43,77,0.593065547272568
50,77,0.611723509216652
71,77,0.785603560133095
9,78,0.533953636836763
14,78,0.505271019298825
20,78,0.517639308786508
22,78,0.498186456611109
24,78,0.494488527732628
27,78,0.507849711524906
2,79,0.499006277531334
8,79,0.505222678457981
11,79,0.526364223452312
33,79,0.633486865332507
38,79,0.720553705555565
44,79,0.63933106155029
47,79,0.638183427663222
51,79,0.469818496001164
58,79,0.467537491737743
68,79,0.556672158017241
70,79,0.493434661723723
72,79,0.593065862818239
74,79,0.605457673889066
1,80,0.593956568340416
2,80,0.155690654824837
15,80,0.527735977656201
21,80,0.566329706206103
26,80,0.571761899672041
30,80,0.776044223223936
34,80,0.841545172749451
37,80,0.527578626649081
39,80,0.615022269232223
40,80,0.636495693766516
49,80,0.817927968948994
75,80,0.697046985759645
76,80,0.594264301992929
5,81,0.498046755545608
7,81,0.490365911081129
16,81,0.53685515162001
23,81,0.512616600254474
36,81,0.61708988954681
46,81,0.504336003839445
55,81,0.470077244432808
61,81,0.620850257354064
66,81,0.458947571014977
69,81,0.649622884335661
70,81,0.553658490768384
8,82,0.49213446353855
11,82,0.490985993922661
33,82,0.5064637708443
38,82,0.540673667121494
42,82,0.582679392261656
44,82,0.457453514978263
47,82,0.574728554142284
51,82,0.465335716919124
56,82,0.474935117944263
58,82,0.511179717314478
65,82,0.481344990878766
68,82,0.536916133786156
74,82,0.513148127601904
79,82,0.560616248121685
17,83,0.576388042071877
24,83,0.513628552558316
42,83,0.47963600378863
50,83,0.501459078282638
61,83,0.528441802920285
65,83,0.65948537372128
66,83,0.510972015128625
68,83,0.501012120991746
70,83,0.457941757371819
73,83,0.480696582875427
82,83,0.484676133138117
2,84,0.602612158000703
4,84,0.454098907574083
11,84,0.506623537896184
28,84,0.468336224371758
54,84,0.585088299847318
58,84,0.542459831604296
79,84,0.473987111301256
1,85,0.576786587788445
2,85,0.16138838764601
15,85,0.71650363740494
21,85,0.656818031165207
26,85,0.504866712729542
30,85,0.908182457228726
34,85,0.726302052352491
37,85,0.764543662891081
39,85,0.5620129223916
40,85,0.579392974642471
49,85,0.749646472943371
75,85,0.69211795053779
76,85,0.548239168443425
80,85,0.714384444244706
2,86,0.475256462698744
7,86,0.556274025125298
11,86,0.461975993565841
16,86,0.481569894932867
36,86,0.561047704035872
46,86,0.697696585926806
48,86,0.476554623680021
57,86,0.5626934213648
81,86,0.47732188778706
4,87,0.544422835126948
10,87,0.705970114173552
12,87,0.558856750079401
28,87,0.614991568127923
45,87,0.514649885003374
11,88,0.489455160025521
33,88,0.574781829465051
42,88,0.485407034059588
51,88,0.494265642112601
61,88,0.501229922790602
65,88,0.570037347505204
66,88,0.607400985352164
68,88,0.54372712510071
70,88,0.457465238929261
73,88,0.482140117158703
82,88,0.465461499403055
83,88,0.53521455149519
11,89,0.560015020830087
17,89,0.479020993596075
33,89,0.528231176796167
38,89,0.755089277841587
44,89,0.601006766097267
47,89,0.714463410577407
70,89,0.514505628315116
72,89,0.622749267399403
74,89,0.723374897578848
79,89,0.690073452229992
82,89,0.58699802670117
11,90,0.470953311615506
17,90,0.584754582447705
24,90,0.504095887133738
31,90,0.45499311979499
33,90,0.501855457033209
38,90,0.493114643106744
42,90,0.503899116685603
50,90,0.468891150080629
56,90,0.467480350251559
61,90,0.531991615301127
65,90,0.668760799130696
66,90,0.53341525583013
68,90,0.527010469843315
70,90,0.505160801099148
73,90,0.467176553150821
74,90,0.474444795501386
82,90,0.557156944781805
83,90,0.836281672408184
88,90,0.575747922388632
89,90,0.5446528047073
14,91,0.526179643693542
17,91,0.626483170067608
19,91,0.486598879635157
24,91,0.576874645124285
31,91,0.484642616665467
56,91,0.473801627570244
62,91,0.579483783578252
65,91,0.561297295617396
66,91,0.51476529329012
70,91,0.497978955172659
82,91,0.481396662282206
83,91,0.50848366974288
89,91,0.480995378395228
90,91,0.543055470527101
2,92,0.452774564825326
4,92,0.468550184188591
10,92,0.604120520230705
11,92,0.4729679347725
12,92,0.465089891093244
38,92,0.52166848438691
44,92,0.520494994846704
45,92,0.529717762484038
47,92,0.509230701803586
72,92,0.46271466789809
74,92,0.461312673140618
79,92,0.551408269157876
87,92,0.492172202015155
5,93,0.504427181534114
41,93,0.778810786215535
43,93,0.473135716593903
45,93,0.554880717919213
55,93,0.59744694025775
63,93,0.675031930375332
76,93,0.514793771342439
88,93,0.458714165100511
5,94,0.472814248763988
23,94,0.461702780283964
36,94,0.542785895657483
55,94,0.489823642153486
61,94,0.581144818999162
69,94,0.709569801739435
70,94,0.560545124189511
81,94,0.663899653505096
4,95,0.49431629547636
5,95,0.696025323300379
7,95,0.570768076363706
16,95,0.505807177549663
23,95,0.468584937291888
36,95,0.648274490770591
41,95,0.581013796315123
46,95,0.518863965734725
48,95,0.461027966486959
55,95,0.596841478389754
57,95,0.513184359560582
61,95,0.48217443540787
63,95,0.511899333979442
66,95,0.472199322004575
69,95,0.594969560895126
81,95,0.665770139601422
86,95,0.474650835812928
93,95,0.517364190202481
94,95,0.524108710824512
2,96,0.523872279705437
8,96,0.499742060881752
12,96,0.488310397189812
42,96,0.47498110781908
54,96,0.526741912561154
58,96,0.738478697229138
82,96,0.484175714418627
42,97,0.58644613307444
58,97,0.480532335039682
96,97,0.636515238957515
2,98,0.518349069320515
12,98,0.487045730938194
28,98,0.691571755305604
87,98,0.511709849213922
8,99,0.567446442339891
9,99,0.499716012971638
14,99,0.616982041478511
17,99,0.499194222653316
19,99,0.725105222511759
24,99,0.547054927921906
27,99,0.452813039340839
29,99,0.566961465921917
31,99,0.755089496216823
32,99,0.719050207251028
50,99,0.47958413233248
53,99,0.884161452656213
59,99,0.765845122810543
60,99,0.888161390603129
2,100,0.550243097222935
6,100,0.485391906289842
8,100,0.475968350306998
28,100,0.484383103438095
33,100,0.52945224624954
54,100,0.629207101604024
58,100,0.628451274516524
68,100,0.513634232495414
79,100,0.577114629114499
84,100,0.471803138603252
96,100,0.526091538760957
98,100,0.45833982372955
