"index","lable","cluster","degree","ev","between","close"
12,"Faecalibacterium",10,5,0.9993740851126,0,0.34672545474145
19,"Collinsella",10,5,0.999754260037761,0,0.346746875068865
45,"Dorea",10,5,1,0.0239316239316239,0.346772477483665
53,"Desulfovibrio",10,7,0.905214361572221,0.121367521367521,0.390596689910634
75,"Butyricimonas",10,5,0.999821549439852,0,0.346759976879123
